       id       |                                                                                 ver                                                                                  
----------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------
 ReportName   : | O2V-QA-R002 System info - Geometry tables & indexes
 ReportVersion: | v0.0.1/2016-jun-29
 RunTime      : | 2016-06-29 16:48:29.63157+00
 postgis      : | POSTGIS="2.2.0 r14208" GEOS="3.5.0-CAPI-1.9.0 r4084" PROJ="Rel. 4.8.0, 6 March 2012" GDAL="GDAL 1.10.1, released 2013/08/26" LIBXML="2.9.1" LIBJSON="0.11.99" RASTER
 postgresql   : | PostgreSQL 9.5.0 on x86_64-pc-linux-gnu, compiled by gcc (Debian 4.9.2-10) 4.9.2, 64-bit
(5 rows)

                  table_name                  | table_type | n_columns | geomvar_name | typevar_name | idvar_name | n_index | full_total_size | total_relation_size | table_size | indexes_size 
 osm_mountain_peak_point                      | osm_mountain_peak_point_id_idx                        |        0 |            0 |             0 | 104 kB
 osm_ocean_polygon                            | osm_ocean_polygon_geometry_idx                        |        0 |            0 |             0 | 2304 kB
 osm_ocean_polygon                            | osm_ocean_polygon_pkey                                |        0 |            0 |             0 | 816 kB
 osm_ocean_polygon_gen0                       | osm_ocean_polygon_gen0_geometry_idx                   |        0 |            0 |             0 | 3600 kB
 osm_ocean_polygon_gen0                       | osm_ocean_polygon_gen0_pkey                           |        0 |            0 |             0 | 152 kB
 osm_ocean_polygon_subdivided                 | osm_ocean_polygon_subdivided_geometry_idx             |        0 |            0 |             0 | 7248 kB
 osm_ocean_polygon_subdivided                 | osm_ocean_polygon_subdivided_gid_idx                  |        0 |            0 |             0 | 2872 kB
 osm_ocean_polygon_subdivided_gen0            | osm_ocean_polygon_subdivided_gen0_geometry_idx        |        0 |            0 |             0 | 568 kB
 osm_ocean_polygon_subdivided_gen0            | osm_ocean_polygon_subdivided_gen0_gid_idx             |        0 |            0 |             0 | 272 kB
 osm_place_point                              | osm_place_point_geom                                  |        0 |            0 |             0 | 720 kB
 osm_place_point                              | osm_place_point_geom_geohash                          |        1 |        12653 |         12653 | 600 kB
 osm_place_point                              | osm_place_point_id_idx                                |       32 |           32 |            32 | 320 kB
 osm_poi_point                                | osm_poi_point_geom                                    |        0 |            0 |             0 | 8208 kB
 osm_poi_point                                | osm_poi_point_geom_geohash                            |        1 |       145962 |        145962 | 5816 kB
 osm_poi_point                                | osm_poi_point_id_idx                                  |        0 |            0 |             0 | 3224 kB
 osm_poi_polygon                              | osm_poi_polygon_geom                                  |        0 |            0 |             0 | 7248 kB
 osm_poi_polygon                              | osm_poi_polygon_geom_geohash                          |        1 |        71014 |         71014 | 6400 kB
 osm_poi_polygon                              | osm_poi_polygon_id_idx                                |        0 |            0 |             0 | 3400 kB
 osm_rail_station_point                       | osm_rail_station_point_geom                           |        0 |            0 |             0 | 168 kB
 osm_rail_station_point                       | osm_rail_station_point_geom_geohash                   |        1 |         2805 |          2805 | 128 kB
 osm_rail_station_point                       | osm_rail_station_point_id_idx                         |        0 |            0 |             0 | 80 kB
 osm_road_geometry                            | osm_road_geometry_geom                                |        0 |            0 |             0 | 71 MB
 osm_road_geometry                            | osm_road_geometry_geom_geohash                        |        1 |       978767 |        978767 | 22 MB
 osm_road_geometry                            | osm_road_geometry_id_idx                              |        0 |            0 |             0 | 21 MB
 osm_water_linestring                         | osm_water_linestring_geom                             |        0 |            0 |             0 | 4096 kB
 osm_water_linestring                         | osm_water_linestring_geom_geohash                     |        1 |        56379 |         56379 | 1288 kB
 osm_water_linestring                         | osm_water_linestring_id_idx                           |        0 |            0 |             0 | 1256 kB
 osm_water_point                              | osm_water_point_geometry_idx                          |        0 |            0 |             0 | 648 kB
 osm_water_point                              | osm_water_point_st_geohash_idx                        |        0 |            0 |             0 | 472 kB
 osm_water_polygon                            | osm_water_polygon_geom                                |        0 |            0 |             0 | 752 kB
 osm_water_polygon                            | osm_water_polygon_geom_geohash                        |        0 |            0 |             0 | 280 kB
 osm_water_polygon                            | osm_water_polygon_id_idx                              |        0 |            0 |             0 | 272 kB
 osm_water_polygon_gen1                       | osm_water_polygon_gen1_geom                           |        0 |            0 |             0 | 72 kB
 osm_water_polygon_gen1                       | osm_water_polygon_gen1_geom_geohash                   |        0 |            0 |             0 | 40 kB
 osm_water_polygon_gen1                       | osm_water_polygon_gen1_id_idx                         |        0 |            0 |             0 | 40 kB
(129 rows)

